,khipu_id,name,cord_id,cord_name,cord_position,cord_position_index,cord_value,cord_color,num_summands,sum_string,handedness
1480,1000287,UR114,3023565,p43,"[5, 1]",1,20,W,5,"[14, 8]:2 +[14, 9]:1 +[14, 13]:11 +[15, 1]:5 +[15, 7]:1 ",165
1481,1000115,UR1140,3013461,p154,"[1, 0]",0,70,B,6,"[0, 2]:8 +[0, 3]:22 +[0, 4]:12 +[0, 5]:14 +[0, 6]:10 +[0, 7]:4 ",-149
1482,1000115,UR1140,3013439,p132,"[4, 5]",5,24,B,3,"[0, 0]:3 +[0, 1]:13 +[0, 2]:8 ",-130
1483,1000115,UR1140,3013391,p84,"[9, 2]",2,28,B,3,"[0, 5]:14 +[0, 6]:10 +[0, 7]:4 ",-77
1484,1000115,UR1140,3013392,p85,"[9, 3]",3,43,B,3,"[0, 1]:13 +[0, 2]:8 +[0, 3]:22 ",-82
1485,1000115,UR1140,3013388,p81,"[10, 8]",8,98,B,4,"[0, 5]:14 +[0, 6]:10 +[0, 7]:4 +[1, 0]:70 ",-37
1486,1000115,UR1140,3013374,p67,"[11, 3]",3,36,B,3,"[0, 4]:12 +[0, 5]:14 +[0, 6]:10 ",-61
1487,1000115,UR1140,3013354,p47,"[13, 1]",1,36,B,3,"[0, 4]:12 +[0, 5]:14 +[0, 6]:10 ",-41
1488,1000115,UR1140,3013361,p54,"[13, 8]",8,79,B,6,"[0, 1]:13 +[0, 2]:8 +[0, 3]:22 +[0, 4]:12 +[0, 5]:14 +[0, 6]:10 ",-49
1489,1000115,UR1140,3013352,p45,"[14, 8]",8,98,B,4,"[0, 5]:14 +[0, 6]:10 +[0, 7]:4 +[1, 0]:70 ",-1
1490,1000115,UR1140,3013470,p163,"[18, 0]",0,45,B,3,"[2, 1]:7 +[2, 4]:20 +[2, 5]:18 ",-15
1491,1000115,UR1140,3013475,p168,"[18, 5]",5,21,B,3,"[5, 6]:10 +[5, 7]:6 +[5, 8]:5 ",-43
1492,1000115,UR1140,3013479,p172,"[19, 0]",0,28,B,3,"[0, 5]:14 +[0, 6]:10 +[0, 7]:4 ",-165
1493,1000115,UR1140,3013468,p161,"[1, 7]",7,37,B,3,"[15, 4]:11 +[15, 5]:15 +[15, 6]:11 ",-128
1494,1000115,UR1140,3013443,p136,"[3, 0]",0,75,B,3,"[6, 0]:53 +[6, 1]:6 +[6, 4]:16 ",-25
1495,1000115,UR1140,3013434,p127,"[4, 0]",0,53,B,4,"[12, 0]:9 +[12, 1]:10 +[12, 2]:16 +[12, 3]:18 ",-70
1496,1000115,UR1140,3013441,p134,"[4, 7]",7,21,B,3,"[5, 6]:10 +[5, 7]:6 +[5, 8]:5 ",-9
1497,1000115,UR1140,3013442,p135,"[4, 8]",8,21,B,3,"[5, 6]:10 +[5, 7]:6 +[5, 8]:5 ",-10
1498,1000115,UR1140,3013416,p109,"[6, 0]",0,53,B,4,"[12, 0]:9 +[12, 1]:10 +[12, 2]:16 +[12, 3]:18 ",-52
1499,1000115,UR1140,3013414,p107,"[7, 7]",7,61,B,4,"[15, 2]:20 +[15, 3]:15 +[15, 4]:11 +[15, 5]:15 ",-76
1500,1000115,UR1140,3013398,p91,"[8, 0]",0,114,B,4,"[11, 4]:10 +[11, 7]:2 +[11, 8]:93 +[12, 0]:9 ",-24
1501,1000115,UR1140,3013402,p95,"[8, 4]",4,31,B,3,"[12, 3]:18 +[12, 4]:11 +[12, 7]:2 ",-35
1502,1000115,UR1140,3013406,p99,"[8, 8]",8,35,B,3,"[12, 0]:9 +[12, 1]:10 +[12, 2]:16 ",-43
1503,1000115,UR1140,3013389,p82,"[9, 0]",0,31,B,3,"[12, 3]:18 +[12, 4]:11 +[12, 7]:2 ",-22
1504,1000115,UR1140,3013391,p84,"[9, 2]",2,28,B,3,"[15, 5]:15 +[15, 6]:11 +[15, 7]:2 ",-50
1505,1000115,UR1140,3013393,p86,"[9, 4]",4,35,B,3,"[12, 0]:9 +[12, 1]:10 +[12, 2]:16 ",-30
1506,1000115,UR1140,3013397,p90,"[9, 8]",8,96,B,4,"[16, 3]:19 +[16, 4]:29 +[16, 5]:18 +[16, 6]:30 ",-67
1507,1000115,UR1140,3013381,p74,"[10, 1]",1,41,B,3,"[15, 3]:15 +[15, 4]:11 +[15, 5]:15 ",-42
1508,1000115,UR1140,3013383,p76,"[10, 3]",3,45,B,3,"[12, 2]:16 +[12, 3]:18 +[12, 4]:11 ",-18
1509,1000115,UR1140,3013388,p81,"[10, 8]",8,98,B,4,"[13, 1]:36 +[13, 2]:26 +[13, 3]:26 +[13, 4]:10 ",-32
1510,1000115,UR1140,3013334,p27,"[16, 8]",8,95,B,7,"[17, 1]:15 +[17, 2]:20 +[17, 3]:10 +[17, 4]:22 +[17, 5]:7 +[17, 6]:17 +[17, 7]:4 ",-13
1511,1000115,UR1140,3013452,p145,"[2, 0]",0,56,B,3,"[1, 4]:23 +[1, 5]:20 +[1, 6]:13 ",14
1512,1000115,UR1140,3013434,p127,"[4, 0]",0,53,B,4,"[2, 5]:18 +[2, 6]:11 +[2, 7]:12 +[2, 8]:12 ",24
1513,1000115,UR1140,3013416,p109,"[6, 0]",0,53,B,4,"[2, 5]:18 +[2, 6]:11 +[2, 7]:12 +[2, 8]:12 ",42
1514,1000115,UR1140,3013421,p114,"[6, 5]",5,21,B,3,"[5, 6]:10 +[5, 7]:6 +[5, 8]:5 ",11
1515,1000115,UR1140,3013414,p107,"[7, 7]",7,61,B,3,"[4, 4]:25 +[4, 5]:24 +[4, 6]:12 ",25
1516,1000115,UR1140,3013398,p91,"[8, 0]",0,114,B,4,"[1, 7]:37 +[1, 8]:14 +[2, 0]:56 +[2, 1]:7 ",62
1517,1000115,UR1140,3013405,p98,"[8, 7]",7,69,B,4,"[4, 1]:8 +[4, 4]:25 +[4, 5]:24 +[4, 6]:12 ",33
1518,1000115,UR1140,3013406,p99,"[8, 8]",8,35,B,3,"[2, 6]:11 +[2, 7]:12 +[2, 8]:12 ",53
1519,1000115,UR1140,3013393,p86,"[9, 4]",4,35,B,3,"[2, 6]:11 +[2, 7]:12 +[2, 8]:12 ",66
1520,1000115,UR1140,3013397,p90,"[9, 8]",8,96,B,4,"[6, 0]:53 +[6, 1]:6 +[6, 4]:16 +[6, 5]:21 ",21
1521,1000115,UR1140,3013381,p74,"[10, 1]",1,41,B,3,"[2, 5]:18 +[2, 6]:11 +[2, 7]:12 ",77
1522,1000115,UR1140,3013383,p76,"[10, 3]",3,45,B,3,"[2, 1]:7 +[2, 4]:20 +[2, 5]:18 ",72
1523,1000115,UR1140,3013379,p72,"[11, 8]",8,93,B,4,"[1, 4]:23 +[1, 5]:20 +[1, 6]:13 +[1, 7]:37 ",87
1524,1000115,UR1140,3013370,p63,"[12, 8]",8,93,B,4,"[1, 4]:23 +[1, 5]:20 +[1, 6]:13 +[1, 7]:37 ",96
1525,1000115,UR1140,3013344,p37,"[14, 0]",0,34,B,3,"[5, 4]:6 +[5, 5]:18 +[5, 6]:10 ",86
1526,1000115,UR1140,3013343,p36,"[15, 8]",8,90,B,4,"[11, 0]:22 +[11, 1]:18 +[11, 2]:14 +[11, 3]:36 ",29
1527,1000115,UR1140,3013334,p27,"[16, 8]",8,95,B,3,"[2, 8]:12 +[3, 0]:75 +[3, 1]:8 ",115
1528,1000115,UR1140,3013325,p18,"[17, 8]",8,91,B,3,"[3, 7]:27 +[3, 8]:11 +[4, 0]:53 ",120
1529,1000115,UR1140,3013461,p154,"[1, 0]",0,70,B,3,"[1, 5]:20 +[1, 6]:13 +[1, 7]:37 ",6
1530,1000115,UR1140,3013452,p145,"[2, 0]",0,56,B,4,"[2, 1]:7 +[2, 4]:20 +[2, 5]:18 +[2, 6]:11 ",4
1531,1000115,UR1140,3013439,p132,"[4, 5]",5,24,B,3,"[18, 6]:4 +[18, 7]:16 +[18, 8]:4 ",38
1532,1000115,UR1140,3013425,p118,"[5, 0]",0,34,B,3,"[5, 4]:6 +[5, 5]:18 +[5, 6]:10 ",5
1533,1000115,UR1140,3013423,p116,"[6, 7]",7,32,B,3,"[19, 1]:4 +[19, 4]:13 +[19, 5]:15 ",59
1534,1000115,UR1140,3013405,p98,"[8, 7]",7,69,B,5,"[19, 0]:28 +[19, 1]:4 +[19, 4]:13 +[19, 5]:15 +[19, 6]:9 ",77
1535,1000115,UR1140,3013392,p85,"[9, 3]",3,43,B,4,"[19, 5]:15 +[19, 6]:9 +[19, 7]:11 +[19, 8]:8 ",94
1536,1000115,UR1140,3013374,p67,"[11, 3]",3,36,B,3,"[18, 1]:4 +[18, 4]:11 +[18, 5]:21 ",99
1537,1000115,UR1140,3013379,p72,"[11, 8]",8,93,B,8,"[18, 6]:4 +[18, 7]:16 +[18, 8]:4 +[19, 0]:28 +[19, 1]:4 +[19, 4]:13 +[19, 5]:15 +[19, 6]:9 ",101
1538,1000115,UR1140,3013370,p63,"[12, 8]",8,93,B,8,"[18, 6]:4 +[18, 7]:16 +[18, 8]:4 +[19, 0]:28 +[19, 1]:4 +[19, 4]:13 +[19, 5]:15 +[19, 6]:9 ",110
1539,1000115,UR1140,3013353,p46,"[13, 0]",0,32,B,3,"[19, 1]:4 +[19, 4]:13 +[19, 5]:15 ",129
1540,1000115,UR1140,3013354,p47,"[13, 1]",1,36,B,3,"[18, 1]:4 +[18, 4]:11 +[18, 5]:21 ",119
1541,1000115,UR1140,3013343,p36,"[15, 8]",8,90,B,7,"[18, 5]:21 +[18, 6]:4 +[18, 7]:16 +[18, 8]:4 +[19, 0]:28 +[19, 1]:4 +[19, 4]:13 ",135
1542,1000115,UR1140,3013470,p163,"[18, 0]",0,45,B,3,"[19, 0]:28 +[19, 1]:4 +[19, 4]:13 ",11
1543,1000115,UR1140,3013479,p172,"[19, 0]",0,28,B,3,"[19, 6]:9 +[19, 7]:11 +[19, 8]:8 ",7
1544,1000118,UR1143,3013537,p2,"[0, 1]",1,18504,YG:BB,4,"[1, 1]:2026 +[2, 1]:4156 +[3, 1]:8220 +[4, 1]:4102 ",11
1545,1000118,UR1143,3013538,p3,"[0, 2]",2,97357,B,4,"[1, 2]:10856 +[2, 2]:22469 +[3, 2]:41883 +[4, 2]:22149 ",11
1546,1000118,UR1143,3013540,p5,"[0, 4]",4,23098,YG,4,"[1, 3]:2511 +[2, 3]:5343 +[3, 4]:9528 +[4, 3]:5716 ",10
1547,1000119,UR1144,3013604,p39,"[11, 0]",0,353,W,3,"[8, 3]:79 +[9, 0]:242 +[9, 2]:32 ",-5
1548,1000119,UR1144,3013583,p18,"[5, 0]",0,832,W,5,"[13, 0]:323 +[13, 2]:35 +[13, 3]:63 +[14, 0]:333 +[14, 2]:78 ",32
1549,1000120,UR1145,3013706,p79,"[8, 4]",4,21,LC,5,"[5, 2]:2 +[5, 4]:4 +[5, 6]:2 +[5, 8]:7 +[5, 12]:6 ",-42
1550,1000120,UR1145,3013643,p16,"[2, 6]",6,34,DB,3,"[4, 1]:7 +[4, 2]:15 +[4, 3]:12 ",10
1551,1000121,UR1146,3013742,p25,"[0, 24]",24,13,YB,3,"[0, 14]:4 +[0, 15]:5 +[0, 17]:4 ",-9
1552,1000121,UR1146,3013760,p43,"[0, 42]",42,15,B,3,"[0, 31]:3 +[0, 32]:6 +[0, 33]:6 ",-10
1553,1000121,UR1146,3013772,p55,"[0, 54]",54,14,YB,3,"[0, 38]:5 +[0, 39]:4 +[0, 40]:5 ",-15
1554,1000121,UR1146,3013784,p67,"[0, 66]",66,16,B,5,"[0, 46]:1 +[0, 47]:1 +[0, 55]:3 +[0, 56]:6 +[0, 57]:5 ",-14
1555,1000121,UR1146,3013718,p1,"[0, 0]",0,11,YB,3,"[4, 14]:6 +[4, 15]:4 +[4, 16]:1 ",101
1556,1000121,UR1146,3013720,p3,"[0, 2]",2,11,YB,3,"[4, 14]:6 +[4, 15]:4 +[4, 16]:1 ",99
1557,1000121,UR1146,3013721,p4,"[0, 3]",3,11,YB,3,"[4, 14]:6 +[4, 15]:4 +[4, 16]:1 ",98
1558,1000121,UR1146,3013724,p7,"[0, 6]",6,64,B,9,"[0, 18]:13 +[0, 22]:5 +[0, 23]:5 +[0, 30]:17 +[0, 31]:3 +[0, 32]:6 +[0, 33]:6 +[0, 34]:6 +[0, 35]:3 ",23
1559,1000121,UR1146,3013736,p19,"[0, 18]",18,13,B,4,"[0, 69]:3 +[0, 70]:2 +[0, 71]:6 +[2, 11]:2 ",56
1560,1000121,UR1146,3013742,p25,"[0, 24]",24,13,YB,3,"[0, 39]:4 +[0, 40]:5 +[0, 41]:4 ",16
1561,1000121,UR1146,3013748,p31,"[0, 30]",30,17,B,3,"[0, 71]:6 +[2, 11]:2 +[4, 18]:9 ",56
1562,1000121,UR1146,3013760,p43,"[0, 42]",42,15,B,3,"[0, 56]:6 +[0, 57]:5 +[0, 58]:4 ",15
1563,1000121,UR1146,3013766,p49,"[0, 48]",48,12,YB,3,"[2, 0]:6 +[2, 1]:5 +[2, 2]:1 ",26
1564,1000121,UR1146,3013767,p50,"[0, 49]",49,11,YB,3,"[4, 14]:6 +[4, 15]:4 +[4, 16]:1 ",52
1565,1000121,UR1146,3013770,p53,"[0, 52]",52,11,YB,3,"[4, 14]:6 +[4, 15]:4 +[4, 16]:1 ",49
1566,1000121,UR1146,3013772,p55,"[0, 54]",54,14,YB,4,"[2, 5]:2 +[2, 7]:2 +[2, 10]:1 +[4, 0]:9 ",28
1567,1000121,UR1146,3013778,p61,"[0, 60]",60,16,YB,3,"[4, 0]:9 +[4, 1]:5 +[4, 2]:2 ",27
1568,1000121,UR1146,3013779,p62,"[0, 61]",61,12,YB,3,"[2, 0]:6 +[2, 1]:5 +[2, 2]:1 ",13
1569,1000121,UR1146,3013784,p67,"[0, 66]",66,16,B,4,"[0, 68]:5 +[0, 69]:3 +[0, 70]:2 +[0, 71]:6 ",4
1570,1000124,UR1149,3013881,p3,"[0, 2]",2,20640,B,7,"[2, 2]:3080 +[3, 2]:3410 +[4, 2]:3410 +[5, 2]:3410 +[6, 2]:3410 +[7, 2]:2980 +[8, 2]:940 ",23
1571,1000124,UR1149,3013882,p4,"[0, 3]",3,660,B:LB,6,"[16, 3]:220 +[17, 3]:110 +[18, 3]:110 +[19, 3]:110 +[21, 3]:10 +[22, 3]:100 ",82
1572,1000124,UR1149,3013888,p10,"[1, 4]",4,4787,GG,7,"[9, 4]:800 +[10, 3]:800 +[11, 3]:800 +[12, 3]:700 +[13, 3]:700 +[14, 3]:700 +[15, 3]:287 ",46
1573,1000124,UR1149,3013950,p72,"[16, 3]",3,220,B:LB,3,"[19, 3]:110 +[21, 3]:10 +[22, 3]:100 ",23
1574,1000125,UR1150,3013993,p3,"[1, 0]",0,117,RB,5,"[2, 1]:65 +[2, 3]:38 +[2, 5]:10 +[2, 7]:2 +[2, 9]:2 ",7
1575,1000125,UR1150,3013994,p4,"[1, 1]",1,475,W,7,"[3, 3]:57 +[3, 5]:73 +[3, 6]:145 +[3, 7]:67 +[3, 8]:63 +[3, 9]:37 +[3, 10]:33 ",20
1576,1000126,UR1151,3014049,p18,"[2, 10]",10,26,LB,4,"[1, 0]:13 +[1, 2]:10 +[1, 4]:2 +[1, 5]:1 ",-13
1577,1000126,UR1151,3014050,p19,"[2, 11]",11,26,W,5,"[2, 5]:6 +[2, 6]:5 +[2, 7]:5 +[2, 8]:5 +[2, 9]:5 ",-4
1578,1000126,UR1151,3014033,p2,"[1, 0]",0,13,LB,3,"[1, 2]:10 +[1, 4]:2 +[1, 5]:1 ",4
1579,1000134,UR1161,3014372,p7,"[0, 6]",6,50,B,3,"[0, 1]:16 +[0, 2]:17 +[0, 3]:17 ",-4
1580,1000134,UR1161,3014373,p8,"[0, 7]",7,50,B,3,"[0, 1]:16 +[0, 2]:17 +[0, 3]:17 ",-5
1581,1000137,UR1163,3014409,p15,"[3, 0]",0,13,B,3,"[3, 3]:7 +[3, 5]:2 +[3, 6]:4 ",5
1582,1000139,UR1165,3014458,p4,"[0, 3]",3,91,W,3,"[1, 2]:52 +[2, 1]:25 +[3, 1]:14 ",7
1583,1000140,UR1166,3014568,p93,"[9, 3]",3,14,W:BB,3,"[1, 3]:5 +[3, 2]:7 +[3, 3]:2 ",-74
1584,1000140,UR1166,3014685,p210,"[19, 9]",9,14,B,4,"[19, 4]:6 +[19, 6]:1 +[19, 7]:5 +[19, 8]:2 ",-3
1585,1000140,UR1166,3014499,p24,"[3, 0]",0,20,W,3,"[3, 6]:7 +[3, 7]:12 +[3, 8]:1 ",7
1586,1000140,UR1166,3014521,p46,"[5, 0]",0,54,W,4,"[7, 7]:5 +[7, 8]:1 +[9, 0]:47 +[9, 4]:1 ",38
1587,1000140,UR1166,3014543,p68,"[7, 0]",0,46,B,5,"[17, 5]:4 +[17, 7]:2 +[19, 0]:33 +[19, 4]:6 +[19, 6]:1 ",129
1588,1000140,UR1166,3014588,p113,"[11, 0]",0,51,B,6,"[17, 5]:4 +[17, 7]:2 +[19, 0]:33 +[19, 4]:6 +[19, 6]:1 +[19, 7]:5 ",86
1589,1000140,UR1166,3014632,p157,"[15, 0]",0,40,B,3,"[15, 8]:3 +[15, 9]:33 +[17, 5]:4 ",15
1590,1000285,UR116A,3023383,p18,"[2, 2]",2,37,MB,4,"[1, 4]:2 +[1, 5]:6 +[1, 6]:1 +[1, 8]:28 ",-8
1591,1000285,UR116A,3023399,p34,"[2, 18]",18,15,AB,3,"[2, 9]:1 +[2, 10]:2 +[2, 13]:12 ",-7
1592,1000285,UR116A,3023421,p56,"[4, 9]",9,36,MB,5,"[1, 8]:28 +[1, 9]:3 +[1, 10]:2 +[2, 0]:1 +[2, 1]:2 ",-42
1593,1000285,UR116A,3023399,p34,"[2, 18]",18,15,AB,3,"[3, 1]:1 +[3, 2]:2 +[3, 3]:12 ",9
1594,1000285,UR116A,3023403,p38,"[2, 22]",22,21,AB,4,"[3, 0]:6 +[3, 1]:1 +[3, 2]:2 +[3, 3]:12 ",5
1595,1000285,UR116A,3023421,p56,"[4, 9]",9,36,MB,6,"[4, 10]:2 +[4, 11]:1 +[4, 13]:2 +[4, 14]:3 +[4, 15]:27 +[4, 17]:1 ",4
1596,1000283,UR116B,3023337,p17,"[1, 0]",0,14,AB,4,"[0, 0]:3 +[0, 2]:2 +[0, 3]:4 +[0, 4]:5 ",-14
1597,1000147,UR1175,3015159,p57,"[11, 2]",2,290,YG,3,"[5, 2]:82 +[6, 2]:79 +[7, 2]:129 ",-25
1598,1000147,UR1175,3015167,p65,"[13, 0]",0,30,W,3,"[9, 0]:12 +[10, 0]:13 +[11, 0]:5 ",-15
1599,1000147,UR1175,3015196,p94,"[18, 4]",4,42,YB:0G,3,"[5, 4]:9 +[7, 4]:11 +[8, 4]:22 ",-57
1600,1000147,UR1175,3015210,p108,"[21, 3]",3,200,YB,3,"[11, 3]:100 +[13, 3]:50 +[14, 3]:50 ",-42
1601,1000147,UR1175,3015213,p111,"[22, 1]",1,36,LB,4,"[14, 1]:5 +[15, 1]:11 +[16, 1]:10 +[17, 1]:10 ",-32
1602,1000147,UR1175,3015215,p113,"[22, 3]",3,250,YB,3,"[10, 3]:100 +[11, 3]:100 +[13, 3]:50 ",-53
1603,1000147,UR1175,3015218,p116,"[23, 1]",1,66,LB,4,"[15, 1]:11 +[16, 1]:10 +[17, 1]:10 +[21, 1]:35 ",-29
1604,1000147,UR1175,3015277,p175,"[35, 0]",0,17,W,3,"[16, 0]:4 +[17, 0]:3 +[18, 0]:10 ",-90
1605,1000147,UR1175,3015286,p184,"[36, 4]",4,60,YB:0G,3,"[12, 4]:20 +[13, 4]:20 +[14, 4]:20 ",-115
1606,1000147,UR1175,3015293,p191,"[38, 1]",1,20,LB,3,"[27, 1]:7 +[28, 1]:6 +[29, 1]:7 ",-50
1607,1000147,UR1175,3015296,p194,"[38, 4]",4,94,YB:0G,3,"[34, 4]:16 +[35, 4]:18 +[36, 4]:60 ",-15
1608,1000147,UR1175,3015297,p195,"[39, 0]",0,12,W,3,"[30, 0]:6 +[31, 0]:3 +[32, 0]:3 ",-40
1609,1000147,UR1175,3015302,p200,"[40, 0]",0,13,W,4,"[25, 0]:5 +[26, 0]:4 +[27, 0]:2 +[28, 0]:2 ",-67
1610,1000147,UR1175,3015311,p209,"[41, 4]",4,49,YB:0G,3,"[8, 4]:22 +[9, 4]:6 +[10, 4]:21 ",-160
1611,1000147,UR1175,3015312,p210,"[42, 0]",0,50,W,8,"[29, 0]:2 +[30, 0]:6 +[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 +[35, 0]:17 +[36, 0]:10 ",-47
1612,1000147,UR1175,3015313,p211,"[42, 1]",1,40,LB,5,"[6, 1]:11 +[7, 1]:11 +[8, 1]:3 +[9, 1]:5 +[10, 1]:10 ",-170
1613,1000147,UR1175,3015317,p215,"[43, 0]",0,70,W,6,"[35, 0]:17 +[36, 0]:10 +[37, 0]:10 +[38, 0]:8 +[39, 0]:12 +[40, 0]:13 ",-28
1614,1000147,UR1175,3015318,p216,"[43, 1]",1,40,LB,5,"[6, 1]:11 +[7, 1]:11 +[8, 1]:3 +[9, 1]:5 +[10, 1]:10 ",-175
1615,1000147,UR1175,3015319,p217,"[43, 2]",2,140,YG,5,"[28, 2]:75 +[29, 2]:40 +[30, 2]:6 +[31, 2]:3 +[32, 2]:16 ",-65
1616,1000147,UR1175,3015322,p220,"[44, 0]",0,50,W,8,"[29, 0]:2 +[30, 0]:6 +[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 +[35, 0]:17 +[36, 0]:10 ",-57
1617,1000147,UR1175,3015103,p1,"[0, 0]",0,26,LB,3,"[14, 1]:5 +[15, 1]:11 +[16, 1]:10 ",75
1618,1000147,UR1175,3015104,p2,"[0, 1]",1,160,YG,4,"[32, 2]:16 +[33, 2]:30 +[34, 2]:54 +[35, 2]:60 ",167
1619,1000147,UR1175,3015107,p5,"[1, 0]",0,21,W,5,"[30, 0]:6 +[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 ",155
1620,1000147,UR1175,3015108,p6,"[1, 1]",1,26,LB,3,"[14, 1]:5 +[15, 1]:11 +[16, 1]:10 ",70
1621,1000147,UR1175,3015112,p10,"[2, 0]",0,25,W,7,"[28, 0]:2 +[29, 0]:2 +[30, 0]:6 +[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 ",145
1622,1000147,UR1175,3015113,p11,"[2, 1]",1,35,LB,3,"[38, 1]:20 +[39, 1]:10 +[40, 1]:5 ",185
1623,1000147,UR1175,3015115,p13,"[2, 3]",3,100,YG,3,"[32, 2]:16 +[33, 2]:30 +[34, 2]:54 ",154
1624,1000147,UR1175,3015117,p15,"[3, 0]",0,23,W,6,"[29, 0]:2 +[30, 0]:6 +[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 ",142
1625,1000147,UR1175,3015122,p20,"[4, 0]",0,36,W,4,"[33, 0]:3 +[34, 0]:6 +[35, 0]:17 +[36, 0]:10 ",153
1626,1000147,UR1175,3015123,p21,"[4, 1]",1,33,LB,5,"[9, 1]:5 +[10, 1]:10 +[11, 1]:10 +[13, 1]:3 +[14, 1]:5 ",37
1627,1000147,UR1175,3015124,p22,"[4, 2]",2,122,YG,3,"[36, 2]:29 +[37, 2]:58 +[38, 2]:35 ",165
1628,1000147,UR1175,3015127,p25,"[5, 0]",0,12,W,3,"[30, 0]:6 +[31, 0]:3 +[32, 0]:3 ",130
1629,1000147,UR1175,3015132,p30,"[6, 0]",0,85,W,10,"[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 +[35, 0]:17 +[36, 0]:10 +[37, 0]:10 +[38, 0]:8 +[39, 0]:12 +[40, 0]:13 ",147
1630,1000147,UR1175,3015137,p35,"[7, 0]",0,66,W,7,"[33, 0]:3 +[34, 0]:6 +[35, 0]:17 +[36, 0]:10 +[37, 0]:10 +[38, 0]:8 +[39, 0]:12 ",145
1631,1000147,UR1175,3015139,p37,"[7, 2]",2,129,YG,3,"[37, 2]:58 +[38, 2]:35 +[39, 2]:36 ",155
1632,1000147,UR1175,3015147,p45,"[9, 0]",0,12,W,3,"[30, 0]:6 +[31, 0]:3 +[32, 0]:3 ",110
1633,1000147,UR1175,3015152,p50,"[10, 0]",0,13,W,4,"[25, 0]:5 +[26, 0]:4 +[27, 0]:2 +[28, 0]:2 ",83
1634,1000147,UR1175,3015159,p57,"[11, 2]",2,290,YG,4,"[16, 2]:100 +[17, 2]:120 +[18, 2]:40 +[19, 2]:30 ",32
1635,1000147,UR1175,3015162,p60,"[12, 0]",0,62,W,10,"[28, 0]:2 +[29, 0]:2 +[30, 0]:6 +[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 +[35, 0]:17 +[36, 0]:10 +[37, 0]:10 ",103
1636,1000147,UR1175,3015167,p65,"[13, 0]",0,30,W,3,"[37, 0]:10 +[38, 0]:8 +[39, 0]:12 ",125
1637,1000147,UR1175,3015172,p70,"[14, 0]",0,31,W,9,"[26, 0]:4 +[27, 0]:2 +[28, 0]:2 +[29, 0]:2 +[30, 0]:6 +[31, 0]:3 +[32, 0]:3 +[33, 0]:3 +[34, 0]:6 ",80
1638,1000147,UR1175,3015184,p82,"[16, 2]",2,100,YG,3,"[32, 2]:16 +[33, 2]:30 +[34, 2]:54 ",85
1639,1000147,UR1175,3015201,p99,"[19, 4]",4,46,YB:0G,3,"[27, 4]:12 +[34, 4]:16 +[35, 4]:18 ",65
1640,1000147,UR1175,3015208,p106,"[21, 1]",1,35,LB,3,"[38, 1]:20 +[39, 1]:10 +[40, 1]:5 ",90
1641,1000147,UR1175,3015210,p108,"[21, 3]",3,200,YB,3,"[37, 4]:60 +[43, 3]:50 +[44, 3]:90 ",102
1642,1000147,UR1175,3015212,p110,"[22, 0]",0,108,W,10,"[23, 0]:75 +[24, 0]:6 +[25, 0]:5 +[26, 0]:4 +[27, 0]:2 +[28, 0]:2 +[29, 0]:2 +[30, 0]:6 +[31, 0]:3 +[32, 0]:3 ",27
1643,1000147,UR1175,3015215,p113,"[22, 3]",3,250,YB,3,"[25, 3]:50 +[27, 3]:100 +[28, 3]:100 ",23
1644,1000147,UR1175,3015217,p115,"[23, 0]",0,75,W,3,"[39, 0]:12 +[40, 0]:13 +[42, 0]:50 ",87
1645,1000147,UR1175,3015218,p116,"[23, 1]",1,66,LB,7,"[34, 1]:3 +[35, 1]:4 +[36, 1]:12 +[37, 1]:12 +[38, 1]:20 +[39, 1]:10 +[40, 1]:5 ",70
1646,1000147,UR1175,3015229,p127,"[25, 2]",2,65,YG,4,"[29, 2]:40 +[30, 2]:6 +[31, 2]:3 +[32, 2]:16 ",28
1647,1000148,UR1176,3015516,p76,"[8, 2]",2,63,DB,3,"[6, 2]:17 +[6, 3]:25 +[6, 4]:21 ",-15
1648,1000148,UR1176,3015585,p145,"[17, 3]",3,45,DB,4,"[13, 3]:16 +[13, 4]:10 +[13, 5]:6 +[13, 6]:13 ",-32
1649,1000148,UR1176,3015587,p147,"[17, 5]",5,28,DB,3,"[10, 5]:13 +[10, 6]:4 +[10, 7]:11 ",-50
1650,1000148,UR1176,3015461,p21,"[2, 0]",0,138,RB,10,"[6, 7]:17 +[8, 8]:44 +[10, 8]:12 +[13, 7]:12 +[15, 8]:14 +[17, 9]:15 +[19, 8]:17 +[21, 8]:2 +[23, 8]:4 +[25, 8]:1 ",121
1651,1000148,UR1176,3015464,p24,"[2, 3]",3,257,DB,8,"[4, 8]:41 +[6, 1]:60 +[6, 2]:17 +[6, 3]:25 +[6, 4]:21 +[6, 5]:12 +[8, 2]:63 +[8, 3]:18 ",39
