,name,num_banded_clusters,num_seriated_clusters,percent_banded_clusters,percent_seriated_clusters,num_pendant_pendant_sum,pendant_pendant_sum,num_pendant_pendants_color_sum,pendant_pendants_color_sum,num_indexed_pendant_sum,indexed_pendant_sum,num_subsidiary_pendant_sum,subsidiary_pendant_sum,num_cluster_cluster_sum,cluster_cluster_sum,num_cluster_sum_bands,cluster_sum_bands,num_ascher_decreasing_cluster,ascher_decreasing_cluster
141,"<a target=""_blank"" href=""./sum_relations/JC016.html"">JC016</a>",1,0,100%,0%,0,,0,,0,,0,,0,,1,"<a href=""./cluster_sum_bands/JC016_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/JC016_cluster_sum_bands.jpg""></a>",0,
142,"<a target=""_blank"" href=""./sum_relations/JC017.html"">JC017</a>",1,0,100%,0%,0,,0,,0,,0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/JC017_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/JC017_ascher_decreasing_cluster.jpg""></a>"
143,"<a target=""_blank"" href=""./sum_relations/JC019.html"">JC019</a>",1,0,100%,0%,0,,0,,0,,0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/JC019_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/JC019_ascher_decreasing_cluster.jpg""></a>"
144,"<a target=""_blank"" href=""./sum_relations/KH0001.html"">KH0001</a>",1,3,25%,75%,29,"<a href=""./pendant_pendant_sum/KH0001_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0001_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0001_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0001_pendant_pendant_sum_R.jpg""></a>",6,"<a href=""./pendant_pendants_color_sum/KH0001_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0001_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/KH0001_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0001_pendant_pendants_color_sum_R.jpg""></a>",0,,8,"<a href=""./subsidiary_pendant_sum/KH0001_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0001_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/KH0001_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0001_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
145,"<a target=""_blank"" href=""./sum_relations/KH0032.html"">KH0032</a>",4,1,80%,20%,2,"<a href=""./pendant_pendant_sum/KH0032_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0032_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0032_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0032_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
146,"<a target=""_blank"" href=""./sum_relations/KH0033.html"">KH0033</a>",10,0,100%,0%,2,"<a href=""./pendant_pendant_sum/KH0033_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0033_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0033_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0033_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/KH0033_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0033_pendant_pendants_color_sum_L.jpg""></a>",0,,0,,0,,0,,0,
147,"<a target=""_blank"" href=""./sum_relations/KH0049.html"">KH0049</a>",1,6,14%,86%,5,"<a href=""./pendant_pendant_sum/KH0049_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0049_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0049_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0049_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/KH0049_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0049_pendant_pendants_color_sum_R.jpg""></a>",15,"<a href=""./indexed_pendant_sum/KH0049_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0049_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
148,"<a target=""_blank"" href=""./sum_relations/KH0057.html"">KH0057</a>",11,22,33%,67%,18,"<a href=""./pendant_pendant_sum/KH0057_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0057_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0057_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0057_pendant_pendant_sum_R.jpg""></a>",3,"<a href=""./pendant_pendants_color_sum/KH0057_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0057_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/KH0057_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0057_pendant_pendants_color_sum_R.jpg""></a>",16,"<a href=""./indexed_pendant_sum/KH0057_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0057_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/KH0057_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0057_indexed_pendant_sum_R.jpg""></a>",16,"<a href=""./subsidiary_pendant_sum/KH0057_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0057_subsidiary_pendant_sum_R.jpg""></a>",1,"<a href=""./cluster_cluster_sum/KH0057_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/KH0057_cluster_cluster_sum.jpg""></a>",0,,4,"<a href=""./ascher_decreasing_cluster/KH0057_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/KH0057_ascher_decreasing_cluster.jpg""></a>"
149,"<a target=""_blank"" href=""./sum_relations/KH0058.html"">KH0058</a>",0,10,0%,100%,46,"<a href=""./pendant_pendant_sum/KH0058_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0058_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0058_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0058_pendant_pendant_sum_R.jpg""></a>",6,"<a href=""./pendant_pendants_color_sum/KH0058_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0058_pendant_pendants_color_sum_R.jpg""></a>",4,"<a href=""./indexed_pendant_sum/KH0058_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0058_indexed_pendant_sum_R.jpg""></a>",4,"<a href=""./subsidiary_pendant_sum/KH0058_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0058_subsidiary_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./cluster_sum_bands/KH0058_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/KH0058_cluster_sum_bands.jpg""></a>",0,
150,"<a target=""_blank"" href=""./sum_relations/KH0080.html"">KH0080</a>",11,5,69%,31%,16,"<a href=""./pendant_pendant_sum/KH0080_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0080_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0080_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0080_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/KH0080_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0080_pendant_pendants_color_sum_L.jpg""></a>",2,"<a href=""./indexed_pendant_sum/KH0080_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0080_indexed_pendant_sum_R.jpg""></a>",2,"<a href=""./subsidiary_pendant_sum/KH0080_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0080_subsidiary_pendant_sum_L.jpg""></a>",0,,0,,0,
151,"<a target=""_blank"" href=""./sum_relations/KH0081.html"">KH0081</a>",2,34,6%,94%,154,"<a href=""./pendant_pendant_sum/KH0081_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0081_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0081_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0081_pendant_pendant_sum_R.jpg""></a>",30,"<a href=""./pendant_pendants_color_sum/KH0081_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0081_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/KH0081_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0081_pendant_pendants_color_sum_R.jpg""></a>",24,"<a href=""./indexed_pendant_sum/KH0081_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0081_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/KH0081_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0081_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,3,"<a href=""./ascher_decreasing_cluster/KH0081_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/KH0081_ascher_decreasing_cluster.jpg""></a>"
152,"<a target=""_blank"" href=""./sum_relations/KH0083.html"">KH0083</a>",50,3,94%,6%,3,"<a href=""./pendant_pendant_sum/KH0083_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0083_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0083_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0083_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/KH0083_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0083_pendant_pendants_color_sum_L.jpg""></a>",2,"<a href=""./indexed_pendant_sum/KH0083_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0083_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/KH0083_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0083_indexed_pendant_sum_R.jpg""></a>",18,"<a href=""./subsidiary_pendant_sum/KH0083_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0083_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/KH0083_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0083_subsidiary_pendant_sum_R.jpg""></a>",3,"<a href=""./cluster_cluster_sum/KH0083_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/KH0083_cluster_cluster_sum.jpg""></a>",0,,0,
153,"<a target=""_blank"" href=""./sum_relations/KH0197.html"">KH0197</a>",0,17,0%,100%,11,"<a href=""./pendant_pendant_sum/KH0197_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0197_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0197_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0197_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/KH0197_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0197_pendant_pendants_color_sum_R.jpg""></a>",4,"<a href=""./indexed_pendant_sum/KH0197_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0197_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/KH0197_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0197_indexed_pendant_sum_R.jpg""></a>",14,"<a href=""./subsidiary_pendant_sum/KH0197_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0197_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/KH0197_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0197_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
154,"<a target=""_blank"" href=""./sum_relations/KH0227.html"">KH0227</a>",0,16,0%,100%,50,"<a href=""./pendant_pendant_sum/KH0227_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0227_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0227_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0227_pendant_pendant_sum_R.jpg""></a>",32,"<a href=""./pendant_pendants_color_sum/KH0227_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0227_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/KH0227_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/KH0227_pendant_pendants_color_sum_R.jpg""></a>",20,"<a href=""./indexed_pendant_sum/KH0227_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0227_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/KH0227_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/KH0227_indexed_pendant_sum_R.jpg""></a>",18,"<a href=""./subsidiary_pendant_sum/KH0227_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0227_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/KH0227_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/KH0227_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,1,"<a href=""./ascher_decreasing_cluster/KH0227_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/KH0227_ascher_decreasing_cluster.jpg""></a>"
155,"<a target=""_blank"" href=""./sum_relations/KH0350.html"">KH0350</a>",2,2,50%,50%,3,"<a href=""./pendant_pendant_sum/KH0350_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0350_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/KH0350_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/KH0350_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
156,"<a target=""_blank"" href=""./sum_relations/MM001.html"">MM001</a>",0,21,0%,100%,127,"<a href=""./pendant_pendant_sum/MM001_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM001_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM001_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM001_pendant_pendant_sum_R.jpg""></a>",28,"<a href=""./pendant_pendants_color_sum/MM001_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM001_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/MM001_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM001_pendant_pendants_color_sum_R.jpg""></a>",5,"<a href=""./indexed_pendant_sum/MM001_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM001_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/MM001_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM001_indexed_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./cluster_cluster_sum/MM001_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/MM001_cluster_cluster_sum.jpg""></a>",2,"<a href=""./cluster_sum_bands/MM001_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/MM001_cluster_sum_bands.jpg""></a>",1,"<a href=""./ascher_decreasing_cluster/MM001_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/MM001_ascher_decreasing_cluster.jpg""></a>"
157,"<a target=""_blank"" href=""./sum_relations/MM002.html"">MM002</a>",6,10,38%,62%,16,"<a href=""./pendant_pendant_sum/MM002_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM002_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM002_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM002_pendant_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./indexed_pendant_sum/MM002_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM002_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
158,"<a target=""_blank"" href=""./sum_relations/MM003.html"">MM003</a>",1,7,12%,88%,1,"<a href=""./pendant_pendant_sum/MM003_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM003_pendant_pendant_sum_L.jpg""></a>",0,,0,,0,,0,,1,"<a href=""./cluster_sum_bands/MM003_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/MM003_cluster_sum_bands.jpg""></a>",0,
159,"<a target=""_blank"" href=""./sum_relations/MM004.html"">MM004</a>",1,10,9%,91%,11,"<a href=""./pendant_pendant_sum/MM004_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM004_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM004_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM004_pendant_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./indexed_pendant_sum/MM004_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM004_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,2,"<a href=""./ascher_decreasing_cluster/MM004_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/MM004_ascher_decreasing_cluster.jpg""></a>"
160,"<a target=""_blank"" href=""./sum_relations/MM005.html"">MM005</a>",0,3,0%,100%,2,"<a href=""./pendant_pendant_sum/MM005_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM005_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM005_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM005_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
161,"<a target=""_blank"" href=""./sum_relations/MM006_AN001.html"">MM006/AN001</a>",2,3,40%,60%,1,"<a href=""./pendant_pendant_sum/MM006_AN001_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM006_AN001_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/MM006_AN001_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM006_AN001_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
162,"<a target=""_blank"" href=""./sum_relations/MM007_AN002.html"">MM007/AN002</a>",1,2,33%,67%,11,"<a href=""./pendant_pendant_sum/MM007_AN002_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM007_AN002_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM007_AN002_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM007_AN002_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/MM007_AN002_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM007_AN002_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
163,"<a target=""_blank"" href=""./sum_relations/MM008.html"">MM008</a>",0,2,0%,100%,5,"<a href=""./pendant_pendant_sum/MM008_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM008_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM008_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM008_pendant_pendant_sum_R.jpg""></a>",0,,0,,2,"<a href=""./subsidiary_pendant_sum/MM008_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/MM008_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
164,"<a target=""_blank"" href=""./sum_relations/MM009.html"">MM009</a>",6,0,100%,0%,0,,0,,0,,0,,1,"<a href=""./cluster_cluster_sum/MM009_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/MM009_cluster_cluster_sum.jpg""></a>",0,,0,
165,"<a target=""_blank"" href=""./sum_relations/MM013.html"">MM013</a>",3,0,100%,0%,0,,0,,1,"<a href=""./indexed_pendant_sum/MM013_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM013_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
166,"<a target=""_blank"" href=""./sum_relations/MM014.html"">MM014</a>",3,0,100%,0%,0,,0,,0,,0,,1,"<a href=""./cluster_cluster_sum/MM014_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/MM014_cluster_cluster_sum.jpg""></a>",0,,0,
167,"<a target=""_blank"" href=""./sum_relations/MM015.html"">MM015</a>",1,2,33%,67%,5,"<a href=""./pendant_pendant_sum/MM015_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM015_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM015_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM015_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/MM015_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/MM015_ascher_decreasing_cluster.jpg""></a>"
168,"<a target=""_blank"" href=""./sum_relations/MM016.html"">MM016</a>",18,0,100%,0%,3,"<a href=""./pendant_pendant_sum/MM016_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM016_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM016_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM016_pendant_pendant_sum_R.jpg""></a>",0,,3,"<a href=""./indexed_pendant_sum/MM016_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM016_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/MM016_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM016_indexed_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./cluster_cluster_sum/MM016_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/MM016_cluster_cluster_sum.jpg""></a>",0,,0,
169,"<a target=""_blank"" href=""./sum_relations/MM019.html"">MM019</a>",7,32,18%,82%,26,"<a href=""./pendant_pendant_sum/MM019_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM019_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM019_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM019_pendant_pendant_sum_R.jpg""></a>",25,"<a href=""./pendant_pendants_color_sum/MM019_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM019_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/MM019_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM019_pendant_pendants_color_sum_R.jpg""></a>",57,"<a href=""./indexed_pendant_sum/MM019_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM019_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/MM019_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM019_indexed_pendant_sum_R.jpg""></a>",6,"<a href=""./subsidiary_pendant_sum/MM019_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/MM019_subsidiary_pendant_sum_R.jpg""></a>",1,"<a href=""./cluster_cluster_sum/MM019_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/MM019_cluster_cluster_sum.jpg""></a>",3,"<a href=""./cluster_sum_bands/MM019_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/MM019_cluster_sum_bands.jpg""></a>",1,"<a href=""./ascher_decreasing_cluster/MM019_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/MM019_ascher_decreasing_cluster.jpg""></a>"
170,"<a target=""_blank"" href=""./sum_relations/MM020.html"">MM020</a>",3,17,15%,85%,18,"<a href=""./pendant_pendant_sum/MM020_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM020_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/MM020_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/MM020_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/MM020_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/MM020_pendant_pendants_color_sum_R.jpg""></a>",7,"<a href=""./indexed_pendant_sum/MM020_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM020_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/MM020_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/MM020_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/MM020_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/MM020_ascher_decreasing_cluster.jpg""></a>"
