,name,num_banded_clusters,num_seriated_clusters,percent_banded_clusters,percent_seriated_clusters,num_pendant_pendant_sum,pendant_pendant_sum,num_pendant_pendants_color_sum,pendant_pendants_color_sum,num_indexed_pendant_sum,indexed_pendant_sum,num_subsidiary_pendant_sum,subsidiary_pendant_sum,num_cluster_cluster_sum,cluster_cluster_sum,num_cluster_sum_bands,cluster_sum_bands,num_ascher_decreasing_cluster,ascher_decreasing_cluster
446,"<a target=""_blank"" href=""./sum_relations/UR1107.html"">UR1107</a>",3,5,38%,62%,6,"<a href=""./pendant_pendant_sum/UR1107_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1107_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1107_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1107_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
447,"<a target=""_blank"" href=""./sum_relations/UR1108.html"">UR1108</a>",0,17,0%,100%,2,"<a href=""./pendant_pendant_sum/UR1108_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1108_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1108_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1108_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
448,"<a target=""_blank"" href=""./sum_relations/UR1109.html"">UR1109</a>",1,68,1%,99%,41,"<a href=""./pendant_pendant_sum/UR1109_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1109_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1109_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1109_pendant_pendant_sum_R.jpg""></a>",7,"<a href=""./pendant_pendants_color_sum/UR1109_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1109_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR1109_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1109_pendant_pendants_color_sum_R.jpg""></a>",26,"<a href=""./indexed_pendant_sum/UR1109_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1109_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR1109_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1109_indexed_pendant_sum_R.jpg""></a>",0,,11,"<a href=""./cluster_cluster_sum/UR1109_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR1109_cluster_cluster_sum.jpg""></a>",3,"<a href=""./cluster_sum_bands/UR1109_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/UR1109_cluster_sum_bands.jpg""></a>",0,
449,"<a target=""_blank"" href=""./sum_relations/UR1113.html"">UR1113</a>",3,14,18%,82%,60,"<a href=""./pendant_pendant_sum/UR1113_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1113_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1113_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1113_pendant_pendant_sum_R.jpg""></a>",21,"<a href=""./pendant_pendants_color_sum/UR1113_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1113_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR1113_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1113_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR1113_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1113_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,4,"<a href=""./ascher_decreasing_cluster/UR1113_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/UR1113_ascher_decreasing_cluster.jpg""></a>"
450,"<a target=""_blank"" href=""./sum_relations/UR1114.html"">UR1114</a>",2,2,50%,50%,126,"<a href=""./pendant_pendant_sum/UR1114_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1114_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1114_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1114_pendant_pendant_sum_R.jpg""></a>",24,"<a href=""./pendant_pendants_color_sum/UR1114_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1114_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR1114_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1114_pendant_pendants_color_sum_R.jpg""></a>",0,,22,"<a href=""./subsidiary_pendant_sum/UR1114_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR1114_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/UR1114_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR1114_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
451,"<a target=""_blank"" href=""./sum_relations/UR1116.html"">UR1116</a>",1,1,50%,50%,1,"<a href=""./pendant_pendant_sum/UR1116_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1116_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
452,"<a target=""_blank"" href=""./sum_relations/UR1120.html"">UR1120</a>",0,4,0%,100%,0,,4,"<a href=""./pendant_pendants_color_sum/UR1120_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1120_pendant_pendants_color_sum_R.jpg""></a>",7,"<a href=""./indexed_pendant_sum/UR1120_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1120_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
453,"<a target=""_blank"" href=""./sum_relations/UR1121.html"">UR1121</a>",10,70,12%,88%,3,"<a href=""./pendant_pendant_sum/UR1121_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1121_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1121_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1121_pendant_pendant_sum_R.jpg""></a>",0,,1,"<a href=""./indexed_pendant_sum/UR1121_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1121_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
454,"<a target=""_blank"" href=""./sum_relations/UR1123.html"">UR1123</a>",6,1,86%,14%,19,"<a href=""./pendant_pendant_sum/UR1123_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1123_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1123_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1123_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
455,"<a target=""_blank"" href=""./sum_relations/UR1124.html"">UR1124</a>",1,6,14%,86%,8,"<a href=""./pendant_pendant_sum/UR1124_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1124_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1124_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1124_pendant_pendant_sum_R.jpg""></a>",4,"<a href=""./pendant_pendants_color_sum/UR1124_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1124_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR1124_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1124_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR1124_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1124_indexed_pendant_sum_L.jpg""></a>",0,,0,,0,,0,
456,"<a target=""_blank"" href=""./sum_relations/UR1126.html"">UR1126</a>",20,4,83%,17%,16,"<a href=""./pendant_pendant_sum/UR1126_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1126_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1126_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1126_pendant_pendant_sum_R.jpg""></a>",3,"<a href=""./pendant_pendants_color_sum/UR1126_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1126_pendant_pendants_color_sum_L.jpg""></a>",1,"<a href=""./indexed_pendant_sum/UR1126_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1126_indexed_pendant_sum_L.jpg""></a>",0,,2,"<a href=""./cluster_cluster_sum/UR1126_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR1126_cluster_cluster_sum.jpg""></a>",0,,0,
457,"<a target=""_blank"" href=""./sum_relations/UR1127.html"">UR1127</a>",2,0,100%,0%,2,"<a href=""./pendant_pendant_sum/UR1127_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1127_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,1,"<a href=""./cluster_cluster_sum/UR1127_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR1127_cluster_cluster_sum.jpg""></a>",0,,0,
458,"<a target=""_blank"" href=""./sum_relations/UR1130.html"">UR1130</a>",1,1,50%,50%,0,,0,,0,,2,"<a href=""./subsidiary_pendant_sum/UR1130_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR1130_subsidiary_pendant_sum_R.jpg""></a>",1,"<a href=""./cluster_cluster_sum/UR1130_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR1130_cluster_cluster_sum.jpg""></a>",0,,0,
459,"<a target=""_blank"" href=""./sum_relations/UR1131.html"">UR1131</a>",2,15,12%,88%,55,"<a href=""./pendant_pendant_sum/UR1131_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1131_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1131_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1131_pendant_pendant_sum_R.jpg""></a>",23,"<a href=""./pendant_pendants_color_sum/UR1131_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1131_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR1131_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1131_pendant_pendants_color_sum_R.jpg""></a>",7,"<a href=""./indexed_pendant_sum/UR1131_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1131_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR1131_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1131_indexed_pendant_sum_R.jpg""></a>",20,"<a href=""./subsidiary_pendant_sum/UR1131_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR1131_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/UR1131_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR1131_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
460,"<a target=""_blank"" href=""./sum_relations/UR1135.html"">UR1135</a>",0,3,0%,100%,2,"<a href=""./pendant_pendant_sum/UR1135_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1135_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
461,"<a target=""_blank"" href=""./sum_relations/UR1136.html"">UR1136</a>",6,15,29%,71%,96,"<a href=""./pendant_pendant_sum/UR1136_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1136_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1136_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1136_pendant_pendant_sum_R.jpg""></a>",26,"<a href=""./pendant_pendants_color_sum/UR1136_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1136_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR1136_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1136_pendant_pendants_color_sum_R.jpg""></a>",24,"<a href=""./indexed_pendant_sum/UR1136_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1136_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR1136_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1136_indexed_pendant_sum_R.jpg""></a>",2,"<a href=""./subsidiary_pendant_sum/UR1136_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/UR1136_subsidiary_pendant_sum_L.jpg""></a>",1,"<a href=""./cluster_cluster_sum/UR1136_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR1136_cluster_cluster_sum.jpg""></a>",0,,0,
462,"<a target=""_blank"" href=""./sum_relations/UR1138.html"">UR1138</a>",0,5,0%,100%,6,"<a href=""./pendant_pendant_sum/UR1138_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1138_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1138_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1138_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/UR1138_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1138_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
463,"<a target=""_blank"" href=""./sum_relations/UR1140.html"">UR1140</a>",0,20,0%,100%,125,"<a href=""./pendant_pendant_sum/UR1140_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1140_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/UR1140_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/UR1140_pendant_pendant_sum_R.jpg""></a>",63,"<a href=""./pendant_pendants_color_sum/UR1140_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1140_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/UR1140_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1140_pendant_pendants_color_sum_R.jpg""></a>",45,"<a href=""./indexed_pendant_sum/UR1140_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1140_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/UR1140_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1140_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
464,"<a target=""_blank"" href=""./sum_relations/UR1141.html"">UR1141</a>",10,0,100%,0%,0,,0,,0,,0,,3,"<a href=""./cluster_cluster_sum/UR1141_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/UR1141_cluster_cluster_sum.jpg""></a>",0,,0,
465,"<a target=""_blank"" href=""./sum_relations/UR1143.html"">UR1143</a>",0,9,0%,100%,0,,3,"<a href=""./pendant_pendants_color_sum/UR1143_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/UR1143_pendant_pendants_color_sum_R.jpg""></a>",2,"<a href=""./indexed_pendant_sum/UR1143_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/UR1143_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
