,id,name,has_decreasing_clusters,num_decreasing_clusters,moment,decreasing_cluster_indices,mean
563,6000005,AS006,False,0,0.0,,0
564,6000006,AS007,False,0,0.0,,0
565,6000007,AS008,False,0,0.0,,0
566,6000008,AS009,True,1,-1.5,0,27.0
567,6000009,AS072,True,2,1.0,"6, 8",32.5
568,6000010,HP045,False,0,0.0,,0
569,6000011,HP047,False,0,0.0,,0
570,6000012,HP048,False,0,0.0,,0
571,6000013,HP055,False,0,0.0,,0
572,6000014,KH0001,False,0,0.0,,0
573,6000015,KH0032,False,0,0.0,,0
574,6000016,KH0033,False,0,0.0,,0
575,6000017,KH0049,False,0,0.0,,0
576,6000018,KH0057,True,4,11.0,"21, 25, 29, 31",3.25
577,6000019,KH0058,False,0,0.0,,0
578,6000020,KH0067,False,0,0.0,,0
579,6000021,KH0080,False,0,0.0,,0
580,6000022,KH0081,True,3,6.333,"11, 26, 33",24.333
581,6000023,KH0083,False,0,0.0,,0
582,6000024,KH0197,False,0,0.0,,0
583,6000025,KH0227,True,1,4.0,11,14.0
584,6000026,KH0267,False,0,0.0,,0
585,6000027,KH0350,False,0,0.0,,0
586,6000028,MM001,True,1,6.5,16,45.0
587,6000029,MM002,False,0,0.0,,0
588,6000030,MM003,False,0,0.0,,0
589,6000031,MM004,True,2,0.5,"2, 8",20.0
590,6000032,MM005,False,0,0.0,,0
591,6000033,MM006/AN001,False,0,0.0,,0
592,6000034,MM007/AN002,False,0,0.0,,0
593,6000035,MM008,False,0,0.0,,0
594,6000036,MM009,False,0,0.0,,0
595,6000037,MM010,False,0,0.0,,0
596,6000038,MM011,False,0,0.0,,0
597,6000039,MM012,False,0,0.0,,0
598,6000040,MM013,False,0,0.0,,0
599,6000041,MM014,False,0,0.0,,0
600,6000042,MM015,True,1,0.5,1,24.0
601,6000043,MM016,False,0,0.0,,0
602,6000044,MM017,False,0,0.0,,0
603,6000045,MM018,False,0,0.0,,0
604,6000046,MM019,True,1,-14.5,4,22.0
605,6000047,MM020,True,1,8.0,17,4.0
606,6000048,MM021,False,0,0.0,,0
607,6000049,MM1086,False,0,0.0,,0
608,6000050,QU001,False,0,0.0,,0
609,6000051,QU002,True,1,-3.0,1,15.0
610,6000052,QU003,False,0,0.0,,0
611,6000053,QU004,False,0,0.0,,0
612,6000054,QU005,False,0,0.0,,0
613,6000055,QU006,False,0,0.0,,0
614,6000056,QU007,False,0,0.0,,0
615,6000057,QU008,False,0,0.0,,0
616,6000058,QU009,False,0,0.0,,0
617,6000059,QU010,False,0,0.0,,0
618,6000060,QU011,True,1,5.0,15,13.0
619,6000061,QU012,False,0,0.0,,0
620,6000062,QU013,False,0,0.0,,0
621,6000063,QU014,False,0,0.0,,0
622,6000064,QU015,True,2,3.5,"11, 24",17.0
623,6000065,QU016,False,0,0.0,,0
624,6000066,QU017,False,0,0.0,,0
